customer_id,timestamp,amount,transaction_type,location,device,merchant,is_fraud
CUST001,2024-05-05 17:04:00,407.96,withdrawal,New York,desktop,Merchant_30,0
CUST001,2024-05-26 08:17:00,661.76,payment,Miami,ATM,Merchant_1,0
CUST001,2024-06-21 16:44:00,325.53,transfer,New York,mobile,Merchant_43,0
CUST001,2024-06-16 01:10:00,646.68,withdrawal,Los Angeles,ATM,Merchant_36,0
CUST001,2024-02-28 01:01:00,527.92,transfer,New York,mobile,Merchant_22,0
CUST001,2024-01-31 18:58:00,520.59,payment,New York,desktop,Merchant_15,0
CUST001,2024-05-14 21:58:00,646.59,transfer,New York,mobile,Merchant_40,0
CUST001,2024-02-06 13:30:00,422.11,payment,Houston,mobile,Merchant_46,0
CUST001,2024-02-01 15:58:00,584.85,transfer,New York,mobile,Merchant_23,0
CUST001,2024-12-15 01:10:00,443.96,purchase,New York,ATM,Merchant_8,0
CUST001,2024-12-22 05:33:00,410.07,withdrawal,New York,ATM,Merchant_50,0
CUST001,2024-02-08 12:15:00,584.63,transfer,New York,ATM,Merchant_40,0
CUST001,2024-09-16 09:40:00,353.05,purchase,New York,desktop,Merchant_29,0
CUST001,2024-04-21 01:51:00,555.32,transfer,New York,mobile,Merchant_2,0
CUST001,2024-07-21 12:54:00,687.38,transfer,Houston,desktop,Merchant_5,0
CUST001,2024-01-30 08:19:00,505.78,purchase,New York,ATM,Merchant_25,0
CUST001,2024-04-11 13:58:00,679.15,purchase,New York,ATM,Merchant_37,0
CUST001,2024-01-30 04:18:00,561.8,purchase,New York,ATM,Merchant_50,0
CUST001,2024-12-24 00:57:00,452.59,transfer,New York,desktop,Merchant_50,0
CUST001,2024-12-07 13:20:00,679.88,purchase,New York,desktop,Merchant_26,0
CUST001,2024-09-03 20:36:00,5895.64,transfer,Miami,mobile,Merchant_34,1
CUST001,2024-11-15 19:59:00,453.87,transfer,New York,ATM,Merchant_16,0
CUST001,2024-08-06 06:49:00,567.03,purchase,New York,desktop,Merchant_27,0
CUST001,2024-02-27 21:36:00,443.61,transfer,New York,desktop,Merchant_26,0
CUST001,2024-06-22 08:26:00,428.47,purchase,New York,ATM,Merchant_4,0
CUST001,2024-08-11 03:51:00,445.86,purchase,New York,ATM,Merchant_29,0
CUST001,2024-05-23 20:07:00,453.33,payment,New York,ATM,Merchant_27,0
CUST001,2024-06-09 19:21:00,237.94,purchase,New York,desktop,Merchant_43,0
