customer_id,timestamp,amount,transaction_type,location,device,merchant,is_fraud
CUST004,2024-10-29 11:44:00,592.87,transfer,Los Angeles,mobile,Merchant_10,0
CUST004,2024-01-21 03:15:00,308.72,purchase,Miami,ATM,Merchant_9,0
CUST004,2024-04-30 00:51:00,521.88,purchase,New York,desktop,Merchant_25,0
CUST004,2024-04-20 22:06:00,372.17,purchase,Los Angeles,ATM,Merchant_39,0
CUST004,2024-01-26 12:21:00,314.81,payment,Chicago,desktop,Merchant_1,0
CUST004,2024-12-02 23:40:00,504.2,transfer,New York,desktop,Merchant_16,0
CUST004,2024-03-11 00:55:00,434.12,transfer,Miami,mobile,Merchant_30,0
CUST004,2024-02-28 16:04:00,676.69,transfer,New York,desktop,Merchant_13,0
CUST004,2024-08-18 13:40:00,288.55,purchase,New York,mobile,Merchant_46,0
CUST004,2024-02-29 22:06:00,502.52,purchase,Chicago,ATM,Merchant_45,0
CUST004,2024-06-06 07:56:00,609.85,purchase,New York,mobile,Merchant_29,0
CUST004,2024-12-08 07:27:00,4246.32,purchase,Houston,desktop,Merchant_17,1
CUST004,2024-03-01 12:42:00,356.46,purchase,New York,mobile,Merchant_12,0
CUST004,2024-11-04 10:51:00,589.38,payment,New York,mobile,Merchant_2,0
CUST004,2024-05-05 22:45:00,241.44,purchase,Houston,ATM,Merchant_18,0
CUST004,2024-09-08 18:03:00,391.45,payment,Los Angeles,mobile,Merchant_32,0
CUST004,2024-05-24 23:18:00,699.72,withdrawal,Los Angeles,desktop,Merchant_43,0
CUST004,2024-05-28 09:00:00,692.92,purchase,Chicago,ATM,Merchant_22,0
CUST004,2024-02-05 20:11:00,515.89,purchase,Miami,desktop,Merchant_3,0
CUST004,2024-08-17 11:21:00,533.63,transfer,New York,desktop,Merchant_16,0
CUST004,2024-10-04 03:08:00,590.86,withdrawal,New York,mobile,Merchant_49,0
CUST004,2024-01-01 20:55:00,263.06,transfer,Chicago,desktop,Merchant_43,0
CUST004,2024-03-31 11:15:00,456.75,withdrawal,New York,desktop,Merchant_10,0
CUST004,2024-12-07 03:23:00,409.91,purchase,Los Angeles,mobile,Merchant_3,0
CUST004,2024-01-28 14:37:00,261.72,purchase,Houston,ATM,Merchant_5,0
CUST004,2024-04-24 21:20:00,378.44,transfer,New York,ATM,Merchant_49,0
CUST004,2024-07-20 01:08:00,602.75,withdrawal,Chicago,mobile,Merchant_38,0
CUST004,2024-04-10 16:09:00,596.63,purchase,Chicago,ATM,Merchant_18,0
CUST004,2024-10-28 05:54:00,696.96,payment,New York,mobile,Merchant_47,0
CUST004,2024-10-11 02:46:00,643.73,purchase,New York,mobile,Merchant_39,0
CUST004,2024-01-18 16:38:00,302.48,transfer,New York,mobile,Merchant_7,0
CUST004,2024-12-25 02:28:00,312.14,transfer,Los Angeles,mobile,Merchant_16,0
CUST004,2024-06-05 15:50:00,348.6,payment,New York,ATM,Merchant_20,0
CUST004,2024-03-05 14:10:00,693.4,payment,Los Angeles,desktop,Merchant_11,0
CUST004,2024-08-03 02:26:00,640.29,purchase,Miami,desktop,Merchant_32,0
CUST004,2024-08-19 02:05:00,429.51,purchase,New York,desktop,Merchant_42,0
CUST004,2024-01-09 14:32:00,386.88,purchase,New York,ATM,Merchant_17,0
CUST004,2024-03-22 09:58:00,467.95,purchase,New York,desktop,Merchant_11,0
CUST004,2024-09-30 16:44:00,307.22,transfer,New York,desktop,Merchant_33,0
CUST004,2024-03-29 03:30:00,292.09,withdrawal,New York,ATM,Merchant_26,0
CUST004,2024-08-23 06:38:00,615.08,payment,New York,ATM,Merchant_26,0
CUST004,2024-02-23 01:24:00,549.27,purchase,New York,ATM,Merchant_34,0
CUST004,2024-12-03 02:22:00,468.85,withdrawal,Chicago,mobile,Merchant_39,0
CUST004,2024-06-18 20:31:00,613.55,withdrawal,New York,desktop,Merchant_9,0
CUST004,2024-04-03 18:06:00,258.13,transfer,Los Angeles,mobile,Merchant_36,0
CUST004,2024-05-28 00:38:00,533.34,payment,Miami,mobile,Merchant_15,0
CUST004,2024-04-05 01:17:00,645.06,transfer,New York,ATM,Merchant_32,0
CUST004,2024-02-06 10:32:00,340.82,payment,Los Angeles,ATM,Merchant_42,0
CUST004,2024-02-09 00:32:00,620.57,withdrawal,Miami,desktop,Merchant_36,0
CUST004,2024-10-10 23:22:00,296.02,transfer,New York,mobile,Merchant_41,0
CUST004,2024-07-10 23:35:00,495.17,transfer,Chicago,ATM,Merchant_22,0
CUST004,2024-09-20 12:51:00,669.37,payment,New York,desktop,Merchant_25,0
CUST004,2024-10-09 22:24:00,322.73,transfer,New York,mobile,Merchant_23,0
CUST004,2024-10-19 17:12:00,295.61,withdrawal,Miami,ATM,Merchant_26,0
CUST004,2024-11-05 10:54:00,579.04,purchase,Chicago,mobile,Merchant_15,0
CUST004,2024-05-12 12:14:00,241.08,transfer,New York,desktop,Merchant_50,0
CUST004,2024-12-05 07:33:00,548.21,withdrawal,New York,ATM,Merchant_41,0
CUST004,2024-10-22 18:58:00,351.09,payment,New York,mobile,Merchant_22,0
CUST004,2024-12-09 20:11:00,392.65,transfer,Chicago,ATM,Merchant_14,0
CUST004,2024-01-03 22:26:00,452.05,withdrawal,Miami,mobile,Merchant_25,0
CUST004,2024-06-13 18:22:00,543.05,withdrawal,Houston,desktop,Merchant_31,0
CUST004,2024-04-12 01:08:00,616.16,payment,New York,ATM,Merchant_34,0
CUST004,2024-03-03 03:55:00,562.33,transfer,Houston,mobile,Merchant_39,0
CUST004,2024-10-29 11:45:00,703.35,withdrawal,New York,mobile,Merchant_36,0
CUST004,2024-10-07 02:16:00,602.77,transfer,New York,desktop,Merchant_46,0
CUST004,2024-06-10 04:59:00,539.24,purchase,New York,desktop,Merchant_22,0
CUST004,2024-09-10 12:00:00,586.15,payment,Houston,desktop,Merchant_7,0
CUST004,2024-11-21 23:45:00,496.26,purchase,Miami,ATM,Merchant_34,0
CUST004,2024-07-13 03:22:00,370.47,payment,Houston,ATM,Merchant_15,0
CUST004,2024-09-30 11:35:00,432.5,purchase,New York,desktop,Merchant_48,0
CUST004,2024-11-06 18:07:00,290.49,withdrawal,New York,mobile,Merchant_42,0
CUST004,2024-12-21 22:57:00,348.29,payment,New York,desktop,Merchant_5,0
CUST004,2024-07-09 21:01:00,546.38,transfer,New York,ATM,Merchant_16,0
CUST004,2024-11-29 08:51:00,5923.42,withdrawal,New York,desktop,Merchant_34,1
CUST004,2024-05-12 16:34:00,583.0,payment,Houston,ATM,Merchant_29,0
CUST004,2024-08-19 19:47:00,277.99,purchase,Chicago,mobile,Merchant_47,0
CUST004,2024-08-11 03:10:00,493.6,payment,New York,mobile,Merchant_26,0
CUST004,2024-12-04 02:06:00,269.01,purchase,New York,mobile,Merchant_8,0
CUST004,2024-07-15 15:39:00,290.72,purchase,Los Angeles,ATM,Merchant_41,0
CUST004,2024-08-17 09:31:00,3888.35,payment,New York,mobile,Merchant_4,1
CUST004,2024-05-20 00:22:00,703.3,purchase,New York,desktop,Merchant_18,0
CUST004,2024-09-19 08:11:00,454.56,purchase,New York,desktop,Merchant_10,0
CUST004,2024-06-13 15:24:00,340.16,withdrawal,New York,mobile,Merchant_2,0
CUST004,2024-10-08 16:04:00,614.99,payment,New York,ATM,Merchant_11,0
CUST004,2024-06-22 09:47:00,462.72,withdrawal,Los Angeles,desktop,Merchant_8,0
CUST004,2024-12-24 23:15:00,291.02,transfer,New York,desktop,Merchant_6,0
CUST004,2024-01-01 15:43:00,601.63,transfer,New York,mobile,Merchant_6,0
CUST004,2024-01-27 00:08:00,249.1,purchase,Chicago,mobile,Merchant_49,0
CUST004,2024-11-16 07:49:00,6323.17,purchase,New York,desktop,Merchant_17,1
CUST004,2024-04-23 07:33:00,264.59,purchase,Miami,desktop,Merchant_13,0
CUST004,2024-07-30 22:59:00,266.56,transfer,New York,desktop,Merchant_21,0
CUST004,2024-03-29 06:32:00,240.93,purchase,Houston,desktop,Merchant_33,0
CUST004,2024-11-29 11:07:00,449.48,withdrawal,New York,desktop,Merchant_28,0
