customer_id,timestamp,amount,transaction_type,location,device,merchant,is_fraud
CUST003,2024-06-29 00:07:00,297.8,payment,New York,mobile,Merchant_30,0
CUST003,2024-10-14 04:55:00,321.73,purchase,New York,ATM,Merchant_31,0
CUST003,2024-01-21 04:50:00,230.62,payment,New York,desktop,Merchant_14,0
CUST003,2024-04-24 04:46:00,207.6,payment,Miami,mobile,Merchant_3,0
CUST003,2024-08-28 15:47:00,133.57,payment,Houston,mobile,Merchant_34,0
CUST003,2024-03-04 10:39:00,170.6,withdrawal,New York,mobile,Merchant_11,0
CUST003,2024-02-01 14:36:00,174.45,payment,Chicago,desktop,Merchant_16,0
CUST003,2024-03-16 02:11:00,3452.44,transfer,New York,mobile,Merchant_5,1
CUST003,2024-06-12 01:31:00,190.8,withdrawal,New York,ATM,Merchant_26,0
CUST003,2024-09-29 08:02:00,314.43,transfer,New York,mobile,Merchant_23,0
CUST003,2024-02-10 01:14:00,302.34,payment,New York,desktop,Merchant_40,0
CUST003,2024-07-04 01:52:00,258.46,withdrawal,New York,mobile,Merchant_50,0
CUST003,2024-11-14 00:48:00,320.98,transfer,New York,mobile,Merchant_18,0
CUST003,2024-05-16 12:30:00,2695.07,transfer,Miami,mobile,Merchant_29,1
CUST003,2024-07-18 19:50:00,276.7,payment,Houston,desktop,Merchant_1,0
CUST003,2024-02-15 06:27:00,341.94,withdrawal,Los Angeles,ATM,Merchant_14,0
CUST003,2024-08-01 17:45:00,222.48,withdrawal,New York,mobile,Merchant_19,0
CUST003,2024-06-08 06:17:00,325.28,payment,Chicago,mobile,Merchant_33,0
CUST003,2024-12-06 21:24:00,123.2,transfer,New York,mobile,Merchant_48,0
CUST003,2024-04-30 13:25:00,139.38,payment,New York,ATM,Merchant_37,0
CUST003,2024-09-09 07:10:00,245.88,transfer,New York,mobile,Merchant_30,0
CUST003,2024-07-18 07:37:00,331.36,payment,Miami,mobile,Merchant_3,0
CUST003,2024-09-14 11:10:00,313.85,withdrawal,New York,mobile,Merchant_7,0
CUST003,2024-05-07 07:22:00,139.64,purchase,New York,ATM,Merchant_35,0
CUST003,2024-09-20 19:34:00,119.61,payment,New York,desktop,Merchant_30,0
CUST003,2024-05-12 02:35:00,329.58,purchase,Chicago,ATM,Merchant_7,0
CUST003,2024-02-10 12:49:00,206.01,withdrawal,New York,mobile,Merchant_24,0
CUST003,2024-02-18 21:54:00,175.23,transfer,New York,ATM,Merchant_2,0
CUST003,2024-03-07 17:41:00,242.79,payment,New York,ATM,Merchant_31,0
CUST003,2024-04-25 13:04:00,172.6,payment,New York,mobile,Merchant_32,0
CUST003,2024-04-01 22:58:00,160.32,purchase,Chicago,mobile,Merchant_15,0
CUST003,2024-06-20 04:14:00,321.97,transfer,New York,desktop,Merchant_43,0
CUST003,2024-08-21 18:05:00,141.64,transfer,Houston,mobile,Merchant_32,0
CUST003,2024-05-26 09:24:00,237.71,payment,New York,mobile,Merchant_25,0
CUST003,2024-03-18 12:14:00,237.26,purchase,Los Angeles,desktop,Merchant_10,0
