customer_id,timestamp,amount,transaction_type,location,device,merchant,is_fraud
CUST005,2024-10-24 22:37:00,178.53,purchase,New York,ATM,Merchant_31,0
CUST005,2024-10-25 14:14:00,251.52,purchase,New York,mobile,Merchant_10,0
CUST005,2024-10-19 05:43:00,4006.87,withdrawal,New York,desktop,Merchant_13,1
CUST005,2024-05-28 04:04:00,185.86,purchase,New York,ATM,Merchant_20,0
CUST005,2024-05-27 02:18:00,204.74,transfer,New York,mobile,Merchant_41,0
CUST005,2024-04-18 10:04:00,163.33,transfer,Chicago,desktop,Merchant_41,0
CUST005,2024-08-08 04:40:00,431.61,withdrawal,New York,desktop,Merchant_34,0
CUST005,2024-07-20 03:48:00,291.11,transfer,New York,ATM,Merchant_18,0
CUST005,2024-07-31 04:35:00,392.21,transfer,Los Angeles,ATM,Merchant_34,0
CUST005,2024-09-24 09:54:00,328.27,withdrawal,New York,mobile,Merchant_28,0
CUST005,2024-07-22 03:29:00,411.34,payment,Houston,ATM,Merchant_23,0
CUST005,2024-07-19 14:11:00,293.72,payment,New York,desktop,Merchant_6,0
CUST005,2024-09-08 22:38:00,341.84,withdrawal,New York,desktop,Merchant_19,0
CUST005,2024-03-27 02:29:00,437.47,withdrawal,New York,mobile,Merchant_41,0
CUST005,2024-05-15 03:33:00,154.86,payment,New York,ATM,Merchant_2,0
CUST005,2024-10-06 09:04:00,337.06,withdrawal,Chicago,mobile,Merchant_7,0
CUST005,2024-12-12 13:27:00,385.41,payment,New York,desktop,Merchant_30,0
CUST005,2024-11-10 10:48:00,299.89,withdrawal,Chicago,ATM,Merchant_50,0
CUST005,2024-03-24 12:15:00,303.22,transfer,New York,desktop,Merchant_45,0
CUST005,2024-04-12 18:37:00,362.02,purchase,New York,ATM,Merchant_16,0
CUST005,2024-09-30 21:02:00,316.43,payment,New York,mobile,Merchant_39,0
CUST005,2024-01-29 09:19:00,243.58,payment,New York,mobile,Merchant_41,0
CUST005,2024-12-05 19:46:00,308.74,purchase,New York,ATM,Merchant_24,0
CUST005,2024-07-30 05:36:00,3756.75,withdrawal,New York,ATM,Merchant_29,1
CUST005,2024-06-29 07:09:00,277.05,payment,New York,desktop,Merchant_45,0
CUST005,2024-01-05 17:16:00,355.51,purchase,New York,mobile,Merchant_7,0
CUST005,2024-08-30 21:38:00,391.56,payment,New York,ATM,Merchant_10,0
CUST005,2024-07-04 02:58:00,439.88,payment,Miami,desktop,Merchant_26,0
CUST005,2024-04-08 04:16:00,315.75,transfer,New York,mobile,Merchant_37,0
CUST005,2024-05-17 13:41:00,448.97,purchase,New York,mobile,Merchant_32,0
CUST005,2024-11-13 18:13:00,382.84,withdrawal,Los Angeles,mobile,Merchant_15,0
CUST005,2024-07-18 22:27:00,340.42,payment,New York,ATM,Merchant_30,0
CUST005,2024-04-08 23:25:00,264.5,transfer,Los Angeles,mobile,Merchant_49,0
CUST005,2024-11-30 15:19:00,171.75,withdrawal,Miami,desktop,Merchant_2,0
