customer_id,timestamp,amount,transaction_type,location,device,merchant,is_fraud
CUST002,2024-03-15 12:48:00,151.19,purchase,New York,ATM,Merchant_26,0
CUST002,2024-06-13 05:55:00,62.96,withdrawal,New York,mobile,Merchant_6,0
CUST002,2024-10-26 07:02:00,74.88,payment,New York,ATM,Merchant_43,0
CUST002,2024-12-25 02:17:00,136.45,withdrawal,New York,ATM,Merchant_13,0
CUST002,2024-10-20 23:52:00,101.44,purchase,New York,desktop,Merchant_14,0
CUST002,2024-02-26 08:22:00,67.19,purchase,New York,desktop,Merchant_17,0
CUST002,2024-07-06 20:57:00,122.25,withdrawal,New York,desktop,Merchant_9,0
CUST002,2024-01-02 15:03:00,116.63,withdrawal,New York,mobile,Merchant_19,0
CUST002,2024-12-30 03:32:00,66.02,withdrawal,New York,ATM,Merchant_13,0
CUST002,2024-11-29 01:25:00,170.41,withdrawal,New York,desktop,Merchant_23,0
CUST002,2024-12-14 20:20:00,57.29,transfer,Los Angeles,ATM,Merchant_12,0
CUST002,2024-09-16 12:08:00,140.56,purchase,New York,ATM,Merchant_39,0
CUST002,2024-10-01 20:32:00,75.39,transfer,New York,mobile,Merchant_26,0
CUST002,2024-03-03 07:30:00,152.88,payment,Chicago,mobile,Merchant_10,0
CUST002,2024-08-27 23:43:00,123.86,withdrawal,New York,ATM,Merchant_50,0
CUST002,2024-04-26 13:06:00,88.31,payment,New York,desktop,Merchant_38,0
CUST002,2024-01-15 09:46:00,67.56,payment,New York,mobile,Merchant_40,0
CUST002,2024-11-27 09:45:00,113.02,transfer,New York,mobile,Merchant_32,0
CUST002,2024-06-20 15:24:00,59.44,purchase,New York,mobile,Merchant_24,0
CUST002,2024-10-09 22:36:00,72.75,purchase,New York,mobile,Merchant_19,0
CUST002,2024-02-15 22:52:00,93.07,purchase,Los Angeles,mobile,Merchant_33,0
CUST002,2024-03-17 10:53:00,142.47,payment,New York,ATM,Merchant_28,0
CUST002,2024-02-07 23:38:00,63.05,payment,New York,ATM,Merchant_30,0
CUST002,2024-04-17 06:20:00,72.25,transfer,Los Angeles,ATM,Merchant_1,0
CUST002,2024-04-06 13:16:00,152.72,payment,New York,mobile,Merchant_16,0
CUST002,2024-06-09 21:40:00,91.96,transfer,Miami,ATM,Merchant_28,0
CUST002,2024-05-19 16:15:00,119.19,transfer,New York,mobile,Merchant_5,0
CUST002,2024-04-19 04:22:00,77.47,transfer,New York,ATM,Merchant_23,0
CUST002,2024-12-02 18:56:00,131.35,withdrawal,New York,desktop,Merchant_42,0
CUST002,2024-05-10 12:48:00,129.64,withdrawal,New York,mobile,Merchant_5,0
CUST002,2024-08-07 12:49:00,58.16,payment,New York,desktop,Merchant_39,0
CUST002,2024-02-04 08:27:00,124.81,payment,New York,desktop,Merchant_11,0
CUST002,2024-02-06 02:16:00,111.51,transfer,Chicago,desktop,Merchant_8,0
CUST002,2024-06-30 19:56:00,159.44,payment,New York,ATM,Merchant_48,0
CUST002,2024-11-21 15:11:00,145.86,purchase,New York,ATM,Merchant_12,0
CUST002,2024-02-12 22:23:00,110.39,purchase,New York,ATM,Merchant_4,0
CUST002,2024-06-12 00:29:00,93.5,withdrawal,New York,desktop,Merchant_10,0
CUST002,2024-04-03 06:36:00,61.8,transfer,New York,mobile,Merchant_9,0
CUST002,2024-11-23 16:04:00,61.71,purchase,New York,mobile,Merchant_49,0
